claim_id,claim_date,claim_amount,policy_id
944,2021-09-16,832,5021
945,2022-02-13,7290,4358
946,2023-02-18,6315,152
947,2022-06-11,9793,7354
948,2021-12-21,2057,5064
949,2022-07-12,2128,1865
950,2022-07-12,7820,2213
951,2022-03-31,5151,4353
952,2022-07-25,2959,6596
953,2022-03-21,1917,3457
954,2022-01-05,4766,1060
955,2022-09-25,5517,2967
956,2022-09-30,8351,672
957,2021-07-22,9499,888
958,2021-03-22,9581,2514
959,2022-12-23,141,3160
960,2023-01-24,8287,8467
961,2022-12-20,3667,4069
962,2022-02-11,8931,7756
963,2022-11-18,3969,8127
964,2021-11-05,655,7861
965,2022-12-30,4704,7702
966,2022-05-12,4960,2902
967,2022-07-02,3285,2063
968,2022-07-06,7877,8764
969,2021-04-13,4247,7389
970,2023-02-17,1134,7820
971,2023-01-30,8878,7099
972,2022-04-09,8913,6439
973,2022-02-22,8692,8849
974,2022-01-06,9418,5641
975,2022-04-19,6309,4990
976,2023-01-15,730,4227
977,2022-09-07,2819,873
978,2022-11-09,7372,7987
979,2022-12-23,1875,2861
980,2021-08-23,8861,8760
981,2021-04-06,2183,5457
982,2021-09-29,5925,7277
983,2021-04-10,8081,2026
984,2022-02-23,4405,665
985,2023-01-12,4700,5059
986,2021-05-22,2838,4264
987,2023-02-04,5204,2594
988,2021-08-24,6209,5699
989,2022-12-11,6337,5645
990,2022-06-16,9322,3439
991,2023-01-18,2027,5843
992,2021-08-22,2469,3186
993,2023-01-25,7252,5480
994,2021-07-09,7570,6020
995,2022-01-20,8926,7774
996,2022-09-01,3635,4731
997,2022-08-20,3671,8694
998,2022-07-04,895,6483
999,2022-05-04,9896,3539
1000,2022-04-08,6854,4561
1001,2021-08-13,8184,6018
1002,2023-01-05,5249,8225
1003,2021-07-27,9175,2368
1004,2021-12-31,4139,2820
1005,2023-01-12,8531,2227
1006,2022-11-01,3781,4908
1007,2022-07-05,5822,8295
1008,2021-08-08,4392,8557
1009,2022-02-04,5505,8543
1010,2022-12-28,151,416
1011,2023-01-08,6247,464
1012,2021-10-24,9233,8260
1013,2023-03-08,4854,8840
1014,2021-12-20,1634,5104
1015,2022-06-10,126,2014
1016,2022-04-08,9365,847
1017,2023-02-14,8559,2306
1018,2022-02-05,4840,266
1019,2022-10-17,6556,6198
1020,2023-02-14,2459,8912
1021,2022-12-25,9772,6317
1022,2022-10-05,3650,2875
1023,2021-06-26,5425,7268
1024,2022-04-19,6478,7987
1025,2022-12-05,606,1800
1026,2022-04-09,5040,2612
1027,2021-04-11,1565,4750
1028,2022-08-08,4445,5371
1029,2021-08-03,7978,6522
1030,2022-02-02,3988,6136
1031,2021-05-04,3344,2937
1032,2021-12-04,4335,6085
1033,2021-05-27,6620,2237
1034,2022-02-24,5263,1158
1035,2021-06-09,2954,383
1036,2021-11-19,6474,4150
1037,2022-03-31,4359,1233
1038,2022-12-24,976,6834
1039,2021-11-01,4152,102
1040,2021-09-07,8863,2587
1041,2021-11-13,5810,479
1042,2021-10-29,5850,2523
1043,2021-10-03,4826,4356
1044,2021-04-23,1072,1279
1045,2022-12-26,5447,2547
1046,2022-06-28,5424,2434
1047,2022-06-06,4683,8252
1048,2022-12-30,9542,4781
1049,2022-02-20,7012,41
1050,2021-04-14,6238,3337
1051,2023-03-03,2310,7700
1052,2023-03-08,2883,5757
1053,2021-03-30,9155,6796
1054,2023-01-11,9144,1556
1055,2022-09-29,6954,1752
1056,2021-04-06,5835,4525
1057,2021-07-16,888,5712
1058,2022-05-09,8076,6928
1059,2022-03-09,1947,2884
1060,2021-10-25,4225,1761
1061,2021-08-17,5673,1874
1062,2021-03-25,5351,4323
1063,2022-07-29,7513,4939
1064,2022-01-28,7069,8967
1065,2021-11-18,2423,3818
1066,2023-01-01,6946,3730
1067,2022-12-22,7431,1221
1068,2021-10-14,2420,8450
1069,2021-07-31,6561,7025
1070,2023-03-02,1773,3203
1071,2022-07-19,3113,623
1072,2021-07-27,7663,361
1073,2022-10-12,8386,3371
1074,2022-01-27,4495,6931
1075,2022-10-19,6501,6392
1076,2022-11-07,5482,6618
1077,2021-11-03,3662,8555
1078,2023-02-20,8750,4696
1079,2022-07-25,2304,4140
1080,2022-01-08,1977,6737
1081,2023-01-30,578,6993
1082,2023-02-01,4343,6631
1083,2022-12-09,2824,1264
1084,2021-09-29,4535,1780
1085,2021-12-21,2403,4528
1086,2021-12-15,8205,4746
1087,2022-06-25,3467,6872
1088,2021-04-15,8753,5802
1089,2021-12-06,6831,6703
1090,2023-01-01,108,2618
1091,2022-10-01,3946,7106
1092,2022-02-02,7693,679
1093,2021-06-02,5601,4407
1094,2021-12-28,2204,1812
1095,2021-03-29,376,3642
1096,2022-03-05,866,5041
1097,2022-01-03,1348,2065
1098,2021-12-10,7110,4797
1099,2022-11-02,1963,6033
1100,2022-05-12,1975,3494
1101,2021-07-25,4329,2272
1102,2021-09-14,6137,625
1103,2022-06-14,8488,5107
1104,2022-08-13,2622,2307
1105,2022-11-06,7188,1836
1106,2021-06-03,1877,8212
1107,2021-07-08,2993,3760
1108,2022-03-29,5961,1066
1109,2021-06-23,5424,3646
1110,2023-01-24,9745,8714
1111,2021-09-10,6297,3745
1112,2021-05-15,941,4394
1113,2021-05-31,4419,2540
1114,2022-08-25,4540,4365
1115,2021-09-05,9778,7206
1116,2021-05-28,3901,3881
1117,2023-03-05,1861,5614
1118,2021-10-31,9650,2887
1119,2022-10-01,9591,5135
1120,2021-08-21,4013,4647
1121,2022-09-30,1373,6967
1122,2022-10-22,3174,4475
1123,2021-04-29,1964,3005
1124,2022-08-19,7772,6603
1125,2023-02-26,1419,8389
1126,2021-03-22,5502,4857
1127,2022-04-17,9443,7289
1128,2021-12-17,7129,950
1129,2023-02-03,337,4254
1130,2021-09-20,4253,4481
1131,2022-01-18,2541,3828
1132,2022-12-01,2381,5010
1133,2022-07-07,2423,5552
1134,2022-03-23,3333,5765
1135,2022-02-01,9588,44
1136,2022-02-08,213,8214
1137,2022-12-31,4315,4506
1138,2022-06-06,4279,1299
1139,2021-05-11,7982,3520
1140,2021-09-27,9170,6429
1141,2022-07-14,2578,2577
1142,2022-12-09,6214,1621
1143,2023-01-10,9444,501
1144,2022-02-18,8830,6507
1145,2022-11-17,6405,1965
1146,2022-12-07,9074,8243
1147,2022-11-02,4043,35
1148,2021-07-15,5158,796
1149,2021-12-25,8197,1380
1150,2022-06-09,1674,8660
1151,2021-10-10,354,180
1152,2022-09-04,4929,488
1153,2022-12-07,590,8948
1154,2022-01-03,2439,4112
1155,2022-03-14,2075,94
1156,2022-07-29,8489,647
1157,2022-11-19,7369,4599
1158,2022-05-23,264,3895
1159,2022-05-10,476,3584
1160,2022-06-25,5525,7398
1161,2021-07-06,6804,964
1162,2022-04-09,2367,2164
1163,2021-11-27,3550,441
1164,2022-06-19,9735,6227
1165,2022-05-31,9444,8191
1166,2022-06-22,7475,927
1167,2021-05-29,949,6130
1168,2022-09-16,3859,5205
1169,2021-10-21,7234,2292
1170,2023-01-04,1557,4830
1171,2021-05-24,3944,2105
1172,2022-06-21,1664,2659
1173,2023-02-12,9726,5637
1174,2023-02-25,4319,6581
1175,2022-04-07,9066,3903
1176,2021-07-20,7008,5059
1177,2022-06-05,1846,4909
1178,2021-08-24,6929,404
1179,2021-12-15,6945,7959
1180,2021-08-27,2792,209
1181,2021-07-23,3325,5543
1182,2023-02-01,828,3565
1183,2022-10-07,6058,7052
1184,2023-03-08,2321,4258
1185,2021-07-29,1886,376
1186,2021-11-18,681,1220
1187,2022-05-17,1959,2213
1188,2022-01-19,7758,5378
1189,2022-01-21,7087,3826
1190,2023-03-08,3434,7280
1191,2022-04-26,1667,4238
1192,2022-11-06,2666,2248
1193,2022-11-22,1577,1267
1194,2023-02-05,625,1385
1195,2022-02-15,5027,958
1196,2022-12-23,407,217
1197,2021-06-23,1432,3896
1198,2022-12-29,2575,4781
1199,2023-01-03,6298,7632
1200,2021-11-09,7495,5610
1201,2022-03-14,8802,5833
1202,2022-05-17,867,8037
1203,2022-03-22,8759,6213
1204,2022-02-27,9234,5109
1205,2022-09-29,8048,3498
1206,2021-04-25,4102,3279
1207,2021-04-07,9209,3127
1208,2022-01-27,1805,1344
1209,2021-04-12,901,7434
1210,2021-05-09,7043,934
1211,2021-12-12,5145,6271
1212,2022-04-12,6403,2669
1213,2022-09-09,5114,8037
1214,2021-07-12,5977,6797
1215,2021-10-27,6464,2027
1216,2021-08-05,7107,777
1217,2023-03-19,6171,507
1218,2022-11-10,4972,2540
1219,2023-02-22,6446,8223
1220,2021-11-08,7499,7009
1221,2022-03-31,3034,3483
1222,2021-12-05,2041,5741
1223,2022-08-17,9742,2923
1224,2022-07-15,9588,211
1225,2022-12-20,8070,837
1226,2022-03-15,8382,6186
1227,2022-12-08,2267,6295
1228,2021-05-12,4548,7512
1229,2021-08-10,275,903
1230,2021-10-05,7956,686
1231,2021-07-07,7042,6302
1232,2022-08-24,5703,5110
1233,2021-12-07,1857,3658
1234,2022-02-18,7784,8139
1235,2023-01-24,8268,8354
1236,2021-12-29,7745,4842
1237,2022-12-01,1029,7980
1238,2023-01-03,3667,7910
1239,2021-04-17,1527,440
1240,2021-07-04,1009,8661
1241,2021-09-18,3588,5178
1242,2022-12-23,1196,8282
1243,2021-07-19,5893,509
1244,2021-09-28,4150,7221
1245,2022-10-16,1615,2266
1246,2022-04-27,6790,5194
1247,2022-08-02,6669,6359
1248,2021-05-29,243,6521
1249,2021-11-10,7077,6571
1250,2021-06-05,7027,3012
1251,2021-08-10,7744,1446
1252,2021-11-19,2940,3374
1253,2021-05-06,4414,4498
1254,2021-09-23,2976,6878
1255,2023-02-20,694,4577
1256,2022-12-10,9584,1828
1257,2022-05-27,9583,2064
1258,2022-02-22,1216,7976
1259,2021-09-05,7372,6002
1260,2021-10-13,9907,24
1261,2023-02-02,7029,4208
1262,2021-05-02,2950,7581
1263,2021-05-02,8691,2012
1264,2023-01-15,4510,6724
1265,2021-10-06,3413,5658
1266,2021-11-23,4361,269
1267,2023-03-15,9152,3960
1268,2021-08-22,4983,8766
1269,2021-04-19,7538,7123
1270,2021-11-24,1244,8446
1271,2022-01-10,6787,1718
1272,2022-09-30,3040,1249
1273,2022-01-17,1128,7067
1274,2021-04-16,1387,4272
1275,2021-07-12,9041,8450
1276,2023-03-02,5186,4541
1277,2022-08-23,4730,2783
1278,2022-12-21,9214,3798
1279,2022-04-29,9912,3690
1280,2022-06-22,5525,8624
1281,2022-03-11,98,932
1282,2021-09-21,5826,402
1283,2021-06-09,2886,2595
1284,2023-02-20,2560,7652
1285,2021-12-03,8645,6166
1286,2022-06-14,1115,4973
1287,2021-11-12,5864,3228
1288,2021-12-25,65,7406
1289,2022-10-09,6629,5466
1290,2022-06-27,2834,3252
1291,2022-11-07,4508,7410
1292,2022-09-10,9454,2445
1293,2021-03-29,4808,4571
1294,2022-05-10,3643,6767
1295,2021-08-14,4847,5099
1296,2022-05-24,3967,4005
1297,2022-12-03,4557,1955
1298,2021-11-08,302,1845
1299,2022-10-07,6951,7827
1300,2023-03-08,3016,6533
1301,2022-08-19,7521,7402
1302,2021-10-24,2567,362
1303,2022-08-15,7907,2505
1304,2023-02-26,9961,3888
1305,2021-12-31,2097,4901
1306,2022-01-09,3781,6107
1307,2022-10-14,2234,5357
1308,2022-03-27,9879,4524
1309,2021-11-24,6098,2785
1310,2022-09-19,6370,3395
1311,2022-12-01,7305,1300
1312,2022-04-08,1114,3983
1313,2022-09-13,1911,3013
1314,2022-03-01,5475,2612
1315,2021-07-21,9311,6927
1316,2022-04-19,8211,7166
1317,2021-06-13,6041,1225
1318,2022-10-06,225,7723
1319,2021-05-06,838,793
1320,2021-06-20,9564,8285
1321,2022-11-06,9959,5793
1322,2023-01-01,7332,969
1323,2022-05-12,5030,973
1324,2022-03-30,4846,2712
1325,2022-04-24,4161,3764
1326,2022-04-24,4674,4892
1327,2021-03-28,5281,6605
1328,2022-11-23,7262,1232
1329,2022-01-14,3494,2823
1330,2022-12-30,3205,2928
1331,2021-04-25,4142,3541
1332,2023-01-03,5686,8380
1333,2021-10-17,1240,1398
1334,2021-08-13,263,5480
1335,2022-01-08,5260,7849
1336,2022-04-13,4223,2866
1337,2021-05-07,2176,3695
1338,2021-03-30,5023,1866
1339,2023-01-28,7792,2883
1340,2023-01-06,5933,3000
1341,2022-08-10,4096,3189
1342,2023-02-27,9237,5638
1343,2022-09-19,5471,3181
1344,2023-01-25,5652,8207
1345,2021-07-30,6109,5977
1346,2021-05-20,9368,7266
1347,2022-02-19,3461,3564
1348,2021-06-03,9329,7774
1349,2022-06-30,5893,6707
1350,2021-06-18,5171,4799
1351,2022-11-28,2874,7680
1352,2022-04-17,8548,3826
1353,2022-07-12,603,113
1354,2021-05-16,9686,2266
1355,2022-01-22,5322,8533
1356,2022-01-04,6246,1348
1357,2022-06-10,7985,6025
1358,2021-04-04,8802,5725
1359,2021-09-15,8725,6411
1360,2021-04-20,373,1996
1361,2022-04-07,1306,7000
1362,2022-05-09,988,2120
1363,2022-02-14,3518,4406
1364,2022-07-08,8658,5236
1365,2021-05-29,7508,885
1366,2021-04-17,8307,567
1367,2022-05-01,3038,5903
1368,2022-09-26,9729,1053
1369,2022-12-12,1675,4403
1370,2023-01-04,2941,6034
1371,2021-03-24,4263,4195
1372,2022-08-29,9852,1203
1373,2022-02-05,1431,6847
1374,2021-10-16,908,111
1375,2022-07-29,7910,842
1376,2022-02-01,5330,8618
1377,2022-12-24,2765,3145
1378,2022-11-10,3467,2318
1379,2022-10-14,2568,2645
1380,2022-05-23,8844,92
1381,2022-09-17,3109,6627
1382,2022-08-16,9035,2463
1383,2023-03-14,8722,3788
1384,2022-08-16,4359,5633
1385,2022-08-03,8530,5712
1386,2021-12-11,1003,321
1387,2022-02-16,2213,8483
1388,2022-02-02,5418,8273
1389,2021-04-26,6731,1825
1390,2021-06-22,4525,5233
1391,2023-02-08,8139,8200
1392,2022-07-26,3835,2767
1393,2022-06-21,9946,8793
1394,2022-07-10,4662,5756
1395,2021-07-24,5093,2644
1396,2022-04-12,346,5489
1397,2021-12-07,4225,8840
1398,2022-12-03,341,92
1399,2023-03-02,9137,7173
1400,2021-08-11,8509,6422
1401,2022-11-25,5748,7169
1402,2022-05-19,6565,8918
1403,2021-05-07,3465,33
1404,2023-02-05,5754,8798
1405,2023-02-15,9389,6276
1406,2021-04-22,6612,3193
1407,2021-06-25,4172,1896
1408,2022-05-26,4708,3084
1409,2021-06-09,2559,1340
1410,2022-03-14,1573,8686
1411,2021-04-29,3323,2926
1412,2022-12-02,244,1905
1413,2022-07-13,1945,2305
1414,2022-11-16,9900,4599
1415,2021-09-16,8062,520
1416,2021-08-02,8466,4055
1417,2022-09-16,2615,7949
1418,2021-09-18,5014,3039
1419,2022-01-12,2400,3429
1420,2021-08-17,8999,6851
1421,2021-06-30,5900,8948
1422,2021-07-28,7955,2878
1423,2022-08-20,9926,808
1424,2022-04-22,8577,8193
1425,2021-09-15,8370,3226
1426,2023-02-26,8082,1751
1427,2021-04-22,3210,593
1428,2021-08-16,7498,3557
1429,2023-02-06,4829,5310
1430,2021-04-03,4434,4906
1431,2022-10-15,8570,3575
1432,2021-11-01,7734,2932
1433,2021-08-09,9734,2821
1434,2021-05-24,1264,1891
1435,2022-10-04,5275,1805
1436,2023-01-13,5808,1450
1437,2022-09-03,4714,7870
1438,2022-09-29,384,4072
1439,2022-12-30,9862,8177
1440,2022-12-03,540,5193
1441,2023-02-20,83,3781
1442,2022-12-04,97,8606
1443,2023-01-16,1993,7817
1444,2022-03-03,94,1234
1445,2021-11-24,323,240
1446,2022-08-25,8444,4370
1447,2021-06-15,4172,2997
1448,2022-06-15,4422,5587
1449,2022-11-13,3249,6773
1450,2022-06-16,6994,1896
1451,2022-09-14,8734,5234
1452,2021-10-24,3465,5756
1453,2021-06-01,5184,2059
1454,2022-08-08,674,8766
1455,2023-03-06,1067,8487
1456,2021-08-08,4737,4335
1457,2021-09-24,1853,6471
1458,2022-07-05,9350,7162
1459,2022-11-12,5536,568
1460,2021-08-08,3108,2462
1461,2022-05-26,1802,2935
1462,2021-10-24,5307,5356
1463,2021-09-02,5751,1415
1464,2022-08-29,1651,2552
1465,2021-04-29,5826,7254
1466,2021-12-30,9572,6396
1467,2022-04-15,7898,4121
1468,2022-07-24,7044,1769
1469,2022-09-26,1094,5761
1470,2023-01-18,6281,5065
1471,2022-12-13,7811,7056
1472,2021-04-20,6015,3751
1473,2023-02-28,5395,8530
1474,2022-03-26,5002,4169
1475,2022-01-19,5382,8908
1476,2022-07-12,4811,8349
1477,2021-09-08,2206,381
1478,2023-01-23,6841,168
1479,2021-12-03,7824,8626
1480,2021-08-31,3878,3542
1481,2022-11-12,6044,6221
1482,2022-01-30,3261,6037
1483,2021-06-22,8443,3960
1484,2022-04-17,821,969
1485,2022-08-01,3057,7986
1486,2021-10-11,5938,7944
1487,2021-04-07,4760,5146
1488,2021-03-31,7751,6195
1489,2022-01-20,3150,3827
1490,2023-01-26,2169,2246
1491,2022-12-09,9465,228
1492,2021-06-02,4631,5556
1493,2022-12-08,1791,3502
1494,2021-12-08,3602,2540
1495,2022-05-25,9565,1032
1496,2021-04-16,7491,1124
1497,2022-09-17,9976,398
1498,2022-01-03,1214,4272
1499,2022-01-09,2166,4333
1500,2021-12-16,4764,7043
1501,2022-03-19,6278,7727
1502,2023-01-18,4861,7080
1503,2021-10-06,982,6386
1504,2021-12-06,8058,2314
1505,2021-12-20,6423,7982
1506,2022-11-17,4922,3069
1507,2023-02-05,3611,282
1508,2021-11-09,9570,2624
1509,2022-03-12,5518,215
1510,2022-02-25,4160,8978
1511,2022-12-31,803,6768
1512,2022-03-22,528,1783
1513,2022-03-17,3756,3634
1514,2021-10-29,1225,8495
1515,2021-09-16,3031,3762
1516,2021-10-04,6899,1243
1517,2022-10-11,4303,6553
1518,2022-12-01,4785,3752
1519,2023-01-08,4848,8902
1520,2021-11-11,8535,1598
1521,2022-05-29,8328,1752
1522,2022-07-27,4231,1584
1523,2022-06-10,4836,7768
1524,2021-09-17,4090,7609
1525,2021-06-06,6898,8325
1526,2022-12-28,7587,8961
1527,2021-09-29,4476,1482
1528,2021-12-28,7247,6646
1529,2022-08-24,4004,5919
1530,2021-07-06,9985,1871
1531,2023-01-27,2426,2383
1532,2022-07-12,3269,1702
1533,2022-02-27,9999,1821
1534,2021-07-17,8354,4929
1535,2022-02-22,3704,2585
1536,2021-10-15,9856,8969
1537,2021-12-10,2722,6172
1538,2022-02-27,7902,7816
1539,2022-09-25,3859,4704
1540,2022-12-07,2850,7555
1541,2023-02-12,2252,7588
1542,2022-12-25,7772,3511
1543,2022-04-05,2979,128
1544,2021-06-07,1347,4658
1545,2022-07-27,9856,69
1546,2023-03-16,3720,3600
1547,2022-03-15,5739,319
1548,2021-09-27,3570,6981
1549,2021-04-02,1169,8584
1550,2022-10-08,1490,2226
1551,2021-10-29,1535,6668
1552,2022-07-29,1234,5324
1553,2022-04-21,1322,8337
1554,2021-07-06,5056,8123
1555,2022-07-02,9376,2215
1556,2021-07-02,7247,7495
1557,2021-06-15,7726,6547
1558,2022-02-22,1745,7387
1559,2021-07-25,1634,1747
1560,2022-05-12,5327,364
1561,2021-11-24,4570,7671
1562,2021-03-22,4738,1341
1563,2022-01-02,5354,7827
1564,2021-07-24,3979,6580
1565,2022-03-01,3395,1197
1566,2021-08-16,4664,919
1567,2022-04-28,3234,6035
1568,2021-05-16,6916,7765
1569,2021-09-06,1185,6528
1570,2022-02-25,575,2964
1571,2023-01-23,4824,8019
1572,2021-03-23,9196,7779
1573,2023-03-05,956,5759
1574,2022-07-03,6169,4753
1575,2022-05-09,319,5172
1576,2021-12-24,4204,4265
1577,2022-05-11,861,8269
1578,2021-06-20,3395,6431
1579,2022-09-20,5682,3234
1580,2022-07-17,7294,2361
1581,2021-06-07,7509,8772
1582,2022-08-13,4504,7757
1583,2022-01-13,2276,520
1584,2022-04-10,2575,2042
1585,2021-05-15,7268,150
1586,2021-11-01,8711,6250
1587,2022-07-19,6202,5966
1588,2022-09-27,4111,1745
1589,2022-05-30,3514,2698
1590,2022-03-24,4974,308
1591,2021-12-23,4001,7374
1592,2023-01-24,8513,7217
1593,2022-02-08,5781,3681
1594,2021-12-09,9469,5756
1595,2021-05-22,3299,1018
1596,2021-07-29,7341,7146
1597,2022-04-09,5988,1385
1598,2021-04-26,7173,624
1599,2022-05-07,678,32
1600,2021-04-18,1251,6585
1601,2021-05-26,7832,7139
1602,2023-02-17,4296,4435
1603,2022-06-01,5293,8036
1604,2022-12-20,2200,1528
1605,2021-08-16,1325,760
1606,2022-03-02,4643,5482
1607,2021-05-24,2921,1087
1608,2021-03-22,8986,1677
1609,2023-01-09,4804,6661
1610,2022-08-18,2303,5987
1611,2021-03-28,7851,8655
1612,2021-11-05,91,2458
1613,2021-06-26,8484,8632
1614,2021-12-19,1455,6341
1615,2022-07-11,7431,2524
1616,2021-09-09,8652,5506
1617,2022-03-08,9046,2482
1618,2022-04-17,2524,6634
1619,2021-10-09,6858,6091
1620,2021-11-07,9294,7293
1621,2022-05-31,6697,2811
1622,2023-01-20,9875,6860
1623,2022-10-09,4969,6946
1624,2022-09-07,4000,4733
1625,2021-04-16,8169,8948
1626,2022-03-26,125,8340
1627,2023-01-05,9019,6955
1628,2022-02-14,4742,4968
1629,2022-04-01,1603,7239
1630,2023-02-11,8469,1924
1631,2022-11-26,8690,4421
1632,2021-11-25,6723,1480
1633,2022-04-25,2321,7249
1634,2022-10-16,2509,1427
1635,2021-07-28,1215,8283
1636,2021-12-12,2652,6037
1637,2022-06-04,3802,3900
1638,2022-12-21,9344,8731
1639,2021-07-25,7517,6170
1640,2022-01-23,1860,2145
1641,2022-01-18,2341,1388
1642,2022-03-17,8009,4834
1643,2022-07-05,4898,8095
1644,2021-05-06,126,6612
1645,2021-04-24,2333,8209
1646,2021-10-30,2226,4835
1647,2021-06-30,5571,8290
1648,2021-03-31,4345,3178
1649,2021-11-27,1869,646
1650,2022-04-08,1436,1589
1651,2022-02-26,1949,7329
1652,2021-10-05,1646,8294
1653,2021-12-30,9638,4003
1654,2022-11-30,8919,5931
1655,2022-06-09,834,284
1656,2022-10-06,9787,1112
1657,2022-11-19,7993,7058
1658,2021-12-23,6369,7911
1659,2021-07-13,765,7269
1660,2022-09-25,1154,6831
1661,2021-04-09,2241,1881
1662,2021-04-22,8896,1617
1663,2021-07-28,4411,6556
1664,2022-09-21,2989,8792
1665,2022-08-04,4755,759
1666,2022-04-06,6896,4002
1667,2022-06-09,7398,2638
1668,2022-10-09,802,1485
1669,2022-10-10,2400,2866
1670,2022-08-10,7377,4376
1671,2021-07-02,2090,3026
1672,2022-11-28,2975,2439
1673,2021-06-20,8037,6699
1674,2022-10-07,104,8418
1675,2022-06-16,511,5782
1676,2021-10-24,2544,4482
1677,2022-09-20,5889,251
1678,2022-01-26,4494,951
1679,2022-01-01,9230,5750
1680,2022-04-12,389,179
1681,2022-09-25,8692,8034
1682,2023-02-09,3862,683
1683,2022-03-30,8420,3791
1684,2022-05-21,6439,8026
1685,2022-02-20,2356,4515
1686,2023-02-12,1950,7962
1687,2022-05-01,136,5338
1688,2022-12-10,7506,7825
1689,2022-11-03,7815,1556
1690,2022-11-15,6590,4634
1691,2022-07-27,3966,8576
1692,2022-07-20,8577,3369
1693,2021-08-01,646,608
1694,2021-11-28,9900,2613
1695,2023-03-10,5824,1531
1696,2021-05-06,7348,2835
1697,2022-07-15,1155,6779
1698,2021-11-27,5672,720
1699,2021-08-08,398,5591
1700,2023-01-02,6944,2260
1701,2021-11-26,7940,5016
1702,2022-12-09,2291,7662
1703,2022-08-03,6029,1314
1704,2022-02-24,7228,3938
1705,2022-05-20,5212,2179
1706,2022-12-28,4478,7500
1707,2021-09-29,3651,5558
1708,2022-02-11,3838,521
1709,2021-06-25,3268,918
1710,2021-05-24,9392,8993
1711,2022-12-31,6725,6804
1712,2022-12-29,2241,6629
1713,2021-10-18,3225,3872
1714,2022-10-26,6659,6681
1715,2023-02-17,6771,947
1716,2021-12-24,6769,8997
1717,2021-09-14,7818,6913
1718,2022-06-02,1310,6248
1719,2021-11-22,823,8053
1720,2021-05-15,3238,618
1721,2022-02-18,9219,18
1722,2022-04-17,4468,440
1723,2021-10-05,2081,3920
1724,2022-12-07,6361,7338
1725,2022-12-09,2303,7333
1726,2021-09-05,5365,4936
1727,2022-07-31,4789,6532
1728,2021-07-13,6987,6787
1729,2022-06-18,2630,6094
1730,2022-09-15,641,4084
1731,2022-09-17,6271,4953
1732,2022-05-05,5253,942
1733,2021-12-06,7445,7084
1734,2021-04-03,7352,7673
1735,2022-07-13,6020,1408
1736,2022-01-15,9135,1055
1737,2022-01-22,9637,1394
1738,2022-01-22,174,4006
1739,2021-10-04,7018,4233
1740,2022-06-19,6654,5795
1741,2021-09-26,3844,2443
1742,2021-09-06,4931,4910
1743,2022-05-19,2572,820
1744,2021-04-02,4879,1602
1745,2022-04-18,2705,6255
1746,2022-04-18,1899,8700
1747,2021-06-02,3499,8623
1748,2023-02-05,7412,5981
1749,2021-08-17,2963,5425
1750,2021-07-15,5622,7971
1751,2022-09-11,606,3902
1752,2021-03-25,2849,4657
1753,2021-08-17,4608,3458
1754,2021-12-31,9036,935
1755,2022-07-13,4639,5671
1756,2022-04-08,5284,1499
1757,2022-04-30,9060,3287
1758,2022-08-15,6950,7598
1759,2023-02-03,9457,464
1760,2022-04-21,104,696
1761,2021-04-24,831,4182
1762,2022-02-21,2508,2785
1763,2021-03-24,7244,651
1764,2022-04-12,1955,6857
1765,2023-02-22,8227,7652
1766,2022-07-21,9795,5683
1767,2022-12-04,6530,6402
1768,2021-05-13,5365,3509
1769,2021-09-28,8761,1834
1770,2023-03-07,3823,6197
1771,2021-08-10,2077,7911
1772,2021-03-24,987,6898
1773,2022-04-07,8778,5332
1774,2022-01-09,7776,8088
1775,2023-03-02,2722,608
1776,2021-05-21,5404,2510
1777,2022-01-15,3759,8447
1778,2021-10-13,7524,83
1779,2022-09-28,9495,3938
1780,2021-08-11,2956,1573
1781,2022-03-04,3243,6320
1782,2022-03-09,6493,1206
1783,2022-05-10,3934,6940
1784,2021-05-01,7169,5865
1785,2021-10-31,7562,5079
1786,2021-11-19,9424,1871
1787,2022-03-24,6610,1743
1788,2022-09-30,2150,7374
1789,2021-10-15,966,6066
1790,2022-10-21,8975,5690
1791,2022-10-19,762,1810
1792,2022-08-02,8443,8239
1793,2021-08-03,1649,7213
1794,2021-07-12,1280,6489
1795,2021-11-26,3282,6603
1796,2022-03-11,7608,849
1797,2022-08-15,3975,3308
1798,2021-06-21,3620,1990
1799,2022-09-18,4994,5542
1800,2021-06-28,1936,1728
1801,2022-01-05,1892,8695
1802,2022-06-08,2134,6658
1803,2022-10-07,1516,1822
1804,2022-07-20,9637,7330
1805,2021-09-07,9365,770
1806,2021-06-22,4284,5170
1807,2022-07-20,7708,5385
1808,2021-10-23,6133,5284
1809,2022-03-09,9428,2688
1810,2023-03-18,8068,5600
1811,2022-01-01,7577,5684
1812,2022-12-23,3454,4400
1813,2021-10-06,2148,1211
1814,2021-12-08,8689,878
1815,2022-06-26,2486,2272
1816,2022-01-03,4509,2477
1817,2021-08-24,2779,79
1818,2021-09-28,7964,2556
1819,2022-05-13,3444,2213
1820,2021-04-30,4227,2623
1821,2022-02-11,2811,6894
1822,2021-03-22,2017,44
1823,2022-10-09,9254,3881
1824,2021-08-22,3559,5791
1825,2022-09-11,9217,3228
1826,2022-09-14,7129,360
1827,2021-07-01,9945,6049
1828,2022-06-11,9924,5350
1829,2023-01-31,4056,8316
1830,2022-08-03,848,8673
1831,2022-03-31,7950,2878
1832,2023-01-16,2343,3271
