policy_id,policy_type,policy_start_date,policy_end_date,premium_amount,customer_id
1977,HEALTH_INSURANCE,2023-05-23,2024-10-11,1020,8302
1978,AUTO_INSURANCE,2023-06-21,2025-07-22,2652,5723
1979,LIFE_INSURANCE,2023-08-16,2026-03-13,2931,7495
1980,LIFE_INSURANCE,2023-01-13,2025-05-05,2856,7841
1981,LIFE_INSURANCE,2023-05-26,2028-03-06,3410,4755
1982,AUTO_INSURANCE,2022-12-16,2024-04-01,3585,2250
1983,HEALTH_INSURANCE,2023-02-08,2027-04-07,2625,537
1984,HEALTH_INSURANCE,2022-11-28,2024-05-02,3112,4511
1985,HEALTH_INSURANCE,2022-08-28,2025-05-06,831,179
1986,AUTO_INSURANCE,2022-04-20,2025-05-11,1984,9577
1987,HEALTH_INSURANCE,2022-08-24,2025-09-02,1198,2199
1988,HEALTH_INSURANCE,2022-06-27,2026-02-25,2062,5028
1989,AUTO_INSURANCE,2022-08-21,2025-06-22,4773,868
1990,HEALTH_INSURANCE,2024-02-13,2025-10-07,2367,6523
1991,AUTO_INSURANCE,2022-10-24,2025-10-14,1023,1220
1992,HEALTH_INSURANCE,2023-07-28,2026-01-06,2634,9582
1993,LIFE_INSURANCE,2023-08-20,2028-03-07,1639,1204
1994,LIFE_INSURANCE,2023-08-31,2025-04-12,2876,2985
1995,HEALTH_INSURANCE,2024-01-11,2027-12-22,4323,4225
1996,AUTO_INSURANCE,2023-08-19,2024-06-26,4239,9021
1997,HEALTH_INSURANCE,2024-02-24,2026-06-14,841,976
1998,AUTO_INSURANCE,2022-06-16,2027-12-19,1168,361
1999,LIFE_INSURANCE,2023-12-08,2027-10-10,859,5174
2000,LIFE_INSURANCE,2023-11-11,2027-08-09,2853,4748
2001,AUTO_INSURANCE,2023-02-22,2025-09-21,817,4961
2002,AUTO_INSURANCE,2022-08-04,2025-08-15,2634,4162
2003,HEALTH_INSURANCE,2023-04-28,2027-12-03,1915,6202
2004,LIFE_INSURANCE,2022-09-27,2025-09-10,4332,5817
2005,HEALTH_INSURANCE,2023-03-10,2025-07-14,3241,2054
2006,AUTO_INSURANCE,2023-09-16,2027-08-25,3376,4569
2007,LIFE_INSURANCE,2023-03-20,2027-09-08,1596,1061
2008,LIFE_INSURANCE,2023-02-11,2028-01-22,1621,1309
2009,LIFE_INSURANCE,2023-03-06,2025-11-26,1732,4958
2010,HEALTH_INSURANCE,2023-01-22,2025-08-16,1603,9519
2011,HEALTH_INSURANCE,2022-09-26,2025-11-16,3883,50
2012,AUTO_INSURANCE,2024-03-18,2025-03-30,4411,9262
2013,HEALTH_INSURANCE,2022-07-24,2025-02-11,1593,170
2014,LIFE_INSURANCE,2023-09-04,2027-11-27,3524,8816
2015,AUTO_INSURANCE,2023-05-15,2026-08-05,2898,3337
2016,LIFE_INSURANCE,2022-12-02,2027-04-24,1170,8704
2017,AUTO_INSURANCE,2023-09-25,2025-03-13,3882,7551
2018,HEALTH_INSURANCE,2023-05-27,2027-01-29,1794,8056
2019,HEALTH_INSURANCE,2023-01-12,2024-11-25,2877,9053
2020,AUTO_INSURANCE,2022-04-10,2025-02-01,1021,1217
2021,LIFE_INSURANCE,2023-07-07,2028-02-14,4790,804
2022,LIFE_INSURANCE,2023-11-26,2026-01-13,3938,6605
2023,HEALTH_INSURANCE,2022-05-22,2025-05-20,3168,6687
2024,HEALTH_INSURANCE,2023-10-05,2024-05-19,3606,3374
2025,LIFE_INSURANCE,2023-02-11,2026-05-22,1258,698
2026,HEALTH_INSURANCE,2023-11-10,2024-11-21,2199,7909
2027,AUTO_INSURANCE,2023-05-07,2027-09-07,1546,2634
2028,HEALTH_INSURANCE,2023-07-19,2024-04-25,2039,8764
2029,LIFE_INSURANCE,2022-09-08,2026-07-29,2776,4854
2030,AUTO_INSURANCE,2023-06-13,2024-05-04,4798,1791
2031,LIFE_INSURANCE,2022-08-23,2025-03-05,3330,7502
2032,AUTO_INSURANCE,2023-06-16,2027-10-13,3128,9682
2033,HEALTH_INSURANCE,2022-10-12,2027-07-21,4267,9658
2034,HEALTH_INSURANCE,2023-09-10,2026-04-16,2632,1197
2035,HEALTH_INSURANCE,2023-05-11,2025-12-14,1999,5320
2036,HEALTH_INSURANCE,2023-08-10,2024-05-05,2966,5219
2037,AUTO_INSURANCE,2024-02-01,2025-06-05,851,4210
2038,LIFE_INSURANCE,2022-10-17,2025-02-20,2459,4341
2039,HEALTH_INSURANCE,2023-12-11,2027-01-23,3341,3061
2040,HEALTH_INSURANCE,2022-12-31,2026-02-16,4340,1671
2041,HEALTH_INSURANCE,2023-01-31,2024-12-16,2879,6298
2042,LIFE_INSURANCE,2023-09-18,2027-03-13,1834,8259
2043,LIFE_INSURANCE,2022-12-07,2028-01-26,3160,3245
2044,HEALTH_INSURANCE,2023-06-09,2026-07-19,4116,2144
2045,LIFE_INSURANCE,2023-02-16,2026-01-03,759,5641
2046,LIFE_INSURANCE,2022-09-27,2026-07-16,3515,4894
2047,AUTO_INSURANCE,2023-10-25,2026-02-06,4447,9364
2048,AUTO_INSURANCE,2022-04-25,2026-10-08,1163,9358
2049,LIFE_INSURANCE,2022-08-26,2026-06-01,2410,3704
2050,AUTO_INSURANCE,2022-10-29,2026-04-17,3301,4634
2051,HEALTH_INSURANCE,2022-10-30,2025-05-14,2742,7686
2052,LIFE_INSURANCE,2023-01-24,2025-12-26,4941,826
2053,AUTO_INSURANCE,2023-05-17,2025-02-15,2638,7601
2054,LIFE_INSURANCE,2022-06-08,2025-06-07,900,7829
2055,LIFE_INSURANCE,2023-05-18,2026-04-03,2279,9521
2056,AUTO_INSURANCE,2022-11-08,2025-11-06,1335,9625
2057,AUTO_INSURANCE,2022-06-29,2025-09-20,4886,9884
2058,LIFE_INSURANCE,2023-09-16,2027-07-19,4778,6493
2059,LIFE_INSURANCE,2022-06-25,2027-04-25,2722,6719
2060,AUTO_INSURANCE,2022-09-17,2027-04-27,3274,911
2061,HEALTH_INSURANCE,2023-10-21,2024-09-14,2990,1782
2062,LIFE_INSURANCE,2023-06-09,2027-08-26,906,5877
2063,HEALTH_INSURANCE,2023-09-05,2024-09-28,4835,3387
2064,HEALTH_INSURANCE,2023-06-04,2024-08-05,3579,8218
2065,HEALTH_INSURANCE,2023-05-31,2025-02-15,940,9726
2066,AUTO_INSURANCE,2022-11-13,2025-05-23,2546,1575
2067,LIFE_INSURANCE,2023-12-01,2026-06-01,3097,2676
2068,LIFE_INSURANCE,2023-07-14,2027-10-25,4182,425
2069,HEALTH_INSURANCE,2023-07-16,2025-04-29,2786,5631
2070,LIFE_INSURANCE,2024-02-13,2025-12-08,3819,427
2071,HEALTH_INSURANCE,2022-05-30,2028-02-09,3018,5448
2072,LIFE_INSURANCE,2023-02-09,2026-02-11,2115,6382
2073,LIFE_INSURANCE,2023-09-23,2027-02-12,3512,2984
2074,AUTO_INSURANCE,2022-12-21,2026-07-21,826,9538
2075,LIFE_INSURANCE,2022-07-14,2027-11-16,3630,2735
2076,AUTO_INSURANCE,2022-12-23,2024-10-01,4970,4596
2077,LIFE_INSURANCE,2023-10-20,2024-05-15,1131,3515
2078,AUTO_INSURANCE,2024-02-01,2026-12-28,1232,391
2079,HEALTH_INSURANCE,2022-12-20,2026-08-27,1671,983
2080,LIFE_INSURANCE,2023-05-30,2025-01-17,3164,4983
2081,HEALTH_INSURANCE,2024-01-21,2027-04-10,1852,1934
2082,LIFE_INSURANCE,2023-05-30,2026-09-05,4080,4943
2083,AUTO_INSURANCE,2022-06-28,2025-07-01,3925,8385
2084,AUTO_INSURANCE,2022-10-27,2028-01-26,2543,7843
2085,HEALTH_INSURANCE,2022-11-16,2027-12-11,1293,2296
2086,HEALTH_INSURANCE,2022-05-15,2026-11-02,3752,6400
2087,LIFE_INSURANCE,2024-01-15,2028-02-07,3810,7401
2088,AUTO_INSURANCE,2023-04-15,2026-07-11,1741,2399
2089,LIFE_INSURANCE,2023-08-29,2024-07-13,3223,2438
2090,AUTO_INSURANCE,2022-11-03,2027-05-01,2684,3437
2091,AUTO_INSURANCE,2023-02-06,2027-10-31,4448,7191
2092,HEALTH_INSURANCE,2023-05-10,2026-10-29,3912,2343
2093,LIFE_INSURANCE,2023-12-09,2027-09-10,3607,5757
2094,LIFE_INSURANCE,2023-06-07,2025-02-23,1919,8226
2095,HEALTH_INSURANCE,2022-12-30,2025-08-11,4355,4119
2096,HEALTH_INSURANCE,2023-11-29,2025-03-04,1769,2528
2097,HEALTH_INSURANCE,2023-09-23,2025-06-29,4292,5608
2098,AUTO_INSURANCE,2023-09-15,2024-08-31,1604,4955
2099,AUTO_INSURANCE,2022-03-24,2027-08-28,683,92
2100,HEALTH_INSURANCE,2023-03-11,2027-04-23,4279,3287
2101,AUTO_INSURANCE,2023-05-04,2024-06-09,1903,6497
2102,AUTO_INSURANCE,2023-02-26,2027-11-08,938,4571
2103,LIFE_INSURANCE,2024-01-23,2025-06-09,3098,9215
2104,LIFE_INSURANCE,2024-02-14,2027-07-19,2368,1972
2105,LIFE_INSURANCE,2022-10-13,2026-08-23,4087,2159
2106,AUTO_INSURANCE,2022-04-03,2027-01-19,1047,2495
2107,AUTO_INSURANCE,2022-12-04,2026-06-25,2165,1120
2108,LIFE_INSURANCE,2023-06-26,2024-10-14,3135,5560
2109,AUTO_INSURANCE,2022-06-01,2028-01-20,4542,2491
2110,LIFE_INSURANCE,2023-10-03,2028-03-17,4292,9262
2111,AUTO_INSURANCE,2022-07-13,2026-07-28,960,8727
2112,HEALTH_INSURANCE,2022-08-16,2025-02-03,4954,9539
2113,AUTO_INSURANCE,2022-12-14,2025-04-10,3792,1772
2114,AUTO_INSURANCE,2023-11-08,2025-07-12,1323,72
2115,AUTO_INSURANCE,2023-06-03,2026-07-23,2467,8961
2116,AUTO_INSURANCE,2022-06-08,2026-03-25,4119,1509
2117,AUTO_INSURANCE,2023-09-09,2026-01-20,1707,2954
2118,LIFE_INSURANCE,2023-05-13,2025-01-17,3625,6099
2119,LIFE_INSURANCE,2023-08-23,2024-11-22,4837,9753
2120,AUTO_INSURANCE,2023-10-18,2026-04-05,1476,6065
2121,HEALTH_INSURANCE,2022-12-19,2024-05-05,3099,8466
2122,LIFE_INSURANCE,2023-05-13,2026-05-07,3310,4276
2123,HEALTH_INSURANCE,2022-05-24,2027-12-18,708,1745
2124,LIFE_INSURANCE,2022-08-22,2025-01-14,4711,8942
2125,HEALTH_INSURANCE,2022-10-04,2027-11-24,2023,2912
2126,LIFE_INSURANCE,2024-03-18,2027-07-16,4784,6549
2127,HEALTH_INSURANCE,2023-04-27,2025-10-02,4193,1174
2128,HEALTH_INSURANCE,2023-06-04,2024-09-15,2723,9180
2129,AUTO_INSURANCE,2022-12-15,2027-10-22,1995,824
2130,HEALTH_INSURANCE,2022-06-27,2027-03-07,4266,9170
2131,LIFE_INSURANCE,2022-06-24,2025-05-01,4595,1410
2132,LIFE_INSURANCE,2022-06-25,2024-08-24,1385,3848
2133,AUTO_INSURANCE,2024-03-18,2027-02-22,2617,2270
2134,LIFE_INSURANCE,2023-04-01,2026-06-10,4676,2804
2135,LIFE_INSURANCE,2023-06-02,2025-06-16,1609,7423
2136,AUTO_INSURANCE,2022-12-12,2025-06-09,4793,4092
2137,AUTO_INSURANCE,2022-08-29,2027-03-07,3892,2188
2138,AUTO_INSURANCE,2022-11-03,2027-10-14,4602,9461
2139,LIFE_INSURANCE,2023-07-15,2026-01-24,3417,7340
2140,HEALTH_INSURANCE,2023-07-04,2028-01-31,2742,935
2141,LIFE_INSURANCE,2022-05-31,2025-02-03,1413,9547
2142,LIFE_INSURANCE,2023-03-05,2025-05-01,3389,5160
2143,HEALTH_INSURANCE,2022-03-24,2027-03-05,2626,5200
2144,HEALTH_INSURANCE,2024-02-20,2027-03-08,4364,5757
2145,HEALTH_INSURANCE,2024-02-24,2028-01-10,1365,6654
2146,LIFE_INSURANCE,2023-10-01,2026-03-16,1712,1484
2147,AUTO_INSURANCE,2023-10-25,2026-10-10,1343,8563
2148,LIFE_INSURANCE,2022-08-24,2025-06-11,3133,6647
2149,LIFE_INSURANCE,2024-03-06,2025-01-07,3224,361
2150,AUTO_INSURANCE,2022-11-27,2024-05-10,1684,8057
2151,AUTO_INSURANCE,2023-08-03,2026-07-22,4263,5552
2152,LIFE_INSURANCE,2023-06-25,2024-07-29,4970,7948
2153,LIFE_INSURANCE,2022-09-29,2027-02-18,805,2639
2154,LIFE_INSURANCE,2023-12-20,2027-12-20,1779,6655
2155,AUTO_INSURANCE,2023-03-28,2027-10-20,906,4907
2156,LIFE_INSURANCE,2023-12-07,2026-04-29,3580,3248
2157,LIFE_INSURANCE,2022-08-14,2024-06-04,4268,4359
2158,AUTO_INSURANCE,2024-02-22,2027-11-09,1855,5895
2159,AUTO_INSURANCE,2024-02-21,2025-03-21,505,6956
2160,HEALTH_INSURANCE,2022-08-10,2024-12-29,1771,1072
2161,LIFE_INSURANCE,2022-08-20,2026-07-02,2371,3888
2162,LIFE_INSURANCE,2023-03-05,2027-09-20,3596,1330
2163,LIFE_INSURANCE,2023-10-21,2024-04-09,3778,9429
2164,AUTO_INSURANCE,2024-01-25,2025-01-30,1778,3134
2165,HEALTH_INSURANCE,2022-12-06,2025-11-06,1799,3797
2166,LIFE_INSURANCE,2023-10-05,2027-01-16,3718,258
2167,LIFE_INSURANCE,2022-07-24,2024-08-23,3091,3936
2168,HEALTH_INSURANCE,2022-11-09,2026-02-05,806,2356
2169,AUTO_INSURANCE,2022-09-30,2026-08-01,1727,2096
2170,AUTO_INSURANCE,2023-09-09,2024-06-29,3555,5736
2171,LIFE_INSURANCE,2022-10-09,2026-09-22,640,5160
2172,AUTO_INSURANCE,2023-01-30,2027-02-01,3069,2453
2173,LIFE_INSURANCE,2023-05-10,2026-08-08,2084,616
2174,HEALTH_INSURANCE,2022-03-21,2026-08-29,1674,7171
2175,HEALTH_INSURANCE,2023-04-02,2027-03-28,1478,8425
2176,LIFE_INSURANCE,2022-09-05,2027-05-13,1417,7734
2177,AUTO_INSURANCE,2023-07-30,2024-03-21,3207,1238
2178,HEALTH_INSURANCE,2023-03-06,2026-08-01,2503,3397
2179,AUTO_INSURANCE,2022-12-02,2027-04-09,2740,9346
2180,HEALTH_INSURANCE,2023-09-26,2028-01-02,4075,6016
2181,AUTO_INSURANCE,2023-07-30,2025-02-06,4250,5947
2182,HEALTH_INSURANCE,2022-06-17,2024-12-11,2534,8026
2183,HEALTH_INSURANCE,2023-11-30,2027-01-23,4070,3582
2184,AUTO_INSURANCE,2022-10-22,2027-08-15,2680,674
2185,LIFE_INSURANCE,2022-04-04,2024-04-22,879,3566
2186,HEALTH_INSURANCE,2023-03-27,2026-03-17,4293,2561
2187,LIFE_INSURANCE,2022-04-28,2026-09-16,4688,1091
2188,HEALTH_INSURANCE,2022-08-21,2027-02-08,603,5986
2189,AUTO_INSURANCE,2022-09-13,2026-11-03,2525,6530
2190,LIFE_INSURANCE,2023-07-01,2027-09-15,1114,8990
2191,AUTO_INSURANCE,2023-12-05,2024-10-07,2591,4652
2192,LIFE_INSURANCE,2023-09-28,2024-08-02,3322,4424
2193,LIFE_INSURANCE,2022-10-07,2025-03-01,1988,2047
2194,LIFE_INSURANCE,2023-07-25,2024-05-22,784,7700
2195,LIFE_INSURANCE,2022-10-21,2026-08-23,4052,5571
2196,HEALTH_INSURANCE,2023-09-15,2026-07-09,4105,1586
2197,AUTO_INSURANCE,2024-01-12,2025-08-18,3564,5265
2198,HEALTH_INSURANCE,2023-08-04,2027-08-08,2583,1087
2199,AUTO_INSURANCE,2023-12-27,2028-02-05,3618,1222
2200,LIFE_INSURANCE,2022-08-23,2025-08-15,1549,2980
2201,HEALTH_INSURANCE,2023-10-09,2026-01-06,3065,8520
2202,HEALTH_INSURANCE,2022-09-03,2026-09-16,626,777
2203,HEALTH_INSURANCE,2023-08-13,2027-04-26,3647,5830
2204,AUTO_INSURANCE,2023-09-04,2026-05-19,2735,5248
2205,LIFE_INSURANCE,2022-08-26,2027-07-26,4891,4608
2206,AUTO_INSURANCE,2022-12-14,2026-08-04,1983,5346
2207,AUTO_INSURANCE,2023-04-24,2026-02-10,2275,6776
2208,AUTO_INSURANCE,2022-10-15,2026-11-12,1218,3423
2209,HEALTH_INSURANCE,2023-10-13,2025-04-05,2710,9665
2210,LIFE_INSURANCE,2023-08-02,2026-03-03,4816,6520
2211,LIFE_INSURANCE,2022-08-12,2025-04-13,2755,5649
2212,HEALTH_INSURANCE,2023-02-18,2026-07-31,4411,375
2213,LIFE_INSURANCE,2022-11-19,2024-05-07,3126,6542
2214,HEALTH_INSURANCE,2023-01-31,2025-10-01,4570,7203
2215,LIFE_INSURANCE,2022-09-17,2024-07-11,3735,8341
2216,LIFE_INSURANCE,2023-05-28,2024-10-10,3637,8131
2217,LIFE_INSURANCE,2023-08-20,2025-04-16,857,4371
2218,LIFE_INSURANCE,2022-05-16,2027-09-28,3422,9268
2219,HEALTH_INSURANCE,2023-08-30,2026-07-19,2496,4980
2220,AUTO_INSURANCE,2023-11-17,2024-12-17,1598,2341
2221,LIFE_INSURANCE,2022-12-02,2027-09-14,4955,4718
2222,HEALTH_INSURANCE,2022-04-01,2026-09-18,4131,6284
2223,AUTO_INSURANCE,2023-11-24,2026-11-22,1338,6442
2224,LIFE_INSURANCE,2023-12-12,2024-09-19,1866,544
2225,LIFE_INSURANCE,2022-10-20,2025-05-01,4326,2255
2226,AUTO_INSURANCE,2023-01-01,2025-02-25,4120,9918
2227,LIFE_INSURANCE,2024-01-11,2026-08-26,2800,7800
2228,HEALTH_INSURANCE,2023-10-26,2025-04-25,1590,2982
2229,AUTO_INSURANCE,2023-10-12,2026-01-04,1030,8496
2230,HEALTH_INSURANCE,2024-02-16,2025-01-04,2667,6077
2231,LIFE_INSURANCE,2023-07-23,2026-11-06,1932,8478
2232,AUTO_INSURANCE,2023-05-31,2026-06-24,1473,890
2233,LIFE_INSURANCE,2024-01-23,2026-05-24,4731,8969
2234,LIFE_INSURANCE,2023-12-28,2024-07-21,2361,3761
2235,AUTO_INSURANCE,2023-04-03,2028-02-21,3366,4988
2236,AUTO_INSURANCE,2023-04-14,2026-04-04,4940,7313
2237,HEALTH_INSURANCE,2023-10-30,2024-12-21,3412,1306
2238,LIFE_INSURANCE,2022-11-20,2025-11-09,1295,7969
2239,HEALTH_INSURANCE,2022-12-18,2026-04-16,978,1951
2240,LIFE_INSURANCE,2023-09-03,2027-06-25,1114,6089
2241,LIFE_INSURANCE,2024-03-07,2026-06-06,2578,2897
2242,AUTO_INSURANCE,2024-01-09,2024-03-26,701,8378
2243,LIFE_INSURANCE,2022-09-23,2025-07-19,1542,3496
2244,LIFE_INSURANCE,2023-07-17,2026-12-16,4609,4379
2245,AUTO_INSURANCE,2023-06-08,2027-06-08,2075,6338
2246,HEALTH_INSURANCE,2023-03-11,2025-09-11,4510,2681
2247,HEALTH_INSURANCE,2023-12-22,2026-10-19,4632,8458
2248,LIFE_INSURANCE,2023-07-05,2027-04-17,3538,3457
2249,HEALTH_INSURANCE,2022-03-25,2028-01-25,3243,825
2250,LIFE_INSURANCE,2022-10-04,2026-03-28,1347,4186
2251,AUTO_INSURANCE,2022-07-30,2027-01-09,4207,1768
2252,HEALTH_INSURANCE,2023-12-23,2026-10-11,4930,6330
2253,HEALTH_INSURANCE,2023-06-23,2026-01-30,1135,8471
2254,HEALTH_INSURANCE,2023-02-07,2027-03-25,3184,5298
2255,HEALTH_INSURANCE,2022-12-01,2025-02-27,2684,2490
2256,HEALTH_INSURANCE,2022-04-23,2028-03-01,3129,6677
2257,LIFE_INSURANCE,2022-05-15,2026-06-20,2425,7695
2258,LIFE_INSURANCE,2023-03-26,2024-05-18,2119,5241
2259,LIFE_INSURANCE,2023-07-23,2026-06-16,2675,515
2260,LIFE_INSURANCE,2023-05-24,2027-09-03,2069,6258
2261,HEALTH_INSURANCE,2022-10-10,2026-01-14,3108,4649
2262,AUTO_INSURANCE,2022-11-11,2026-12-20,3868,5026
2263,HEALTH_INSURANCE,2023-05-01,2025-02-28,2590,6612
2264,AUTO_INSURANCE,2022-05-06,2024-09-21,2242,1757
2265,LIFE_INSURANCE,2023-01-12,2025-05-29,1255,1154
2266,HEALTH_INSURANCE,2023-07-21,2025-12-15,1545,740
2267,AUTO_INSURANCE,2024-03-05,2025-01-22,4845,2476
2268,LIFE_INSURANCE,2023-04-10,2026-10-11,2836,1059
2269,HEALTH_INSURANCE,2023-11-22,2027-07-03,4355,8609
2270,HEALTH_INSURANCE,2022-08-27,2027-03-16,1367,6104
2271,HEALTH_INSURANCE,2022-11-07,2024-11-16,1486,7577
2272,LIFE_INSURANCE,2023-09-04,2027-04-25,1752,4792
2273,AUTO_INSURANCE,2024-02-03,2024-12-27,2713,253
2274,HEALTH_INSURANCE,2024-03-04,2025-11-14,2187,5972
2275,HEALTH_INSURANCE,2023-03-18,2026-07-19,2776,1632
2276,LIFE_INSURANCE,2022-03-30,2027-05-13,4296,6505
2277,AUTO_INSURANCE,2022-12-12,2025-04-07,784,5839
2278,AUTO_INSURANCE,2023-03-09,2026-04-11,669,6147
2279,LIFE_INSURANCE,2023-03-02,2024-11-02,2493,1316
2280,HEALTH_INSURANCE,2023-02-11,2025-08-30,3803,1314
2281,HEALTH_INSURANCE,2023-08-03,2026-04-27,1365,2797
2282,HEALTH_INSURANCE,2022-09-18,2026-01-02,2104,6799
2283,LIFE_INSURANCE,2022-12-08,2027-07-18,4505,7098
2284,HEALTH_INSURANCE,2022-12-22,2026-07-27,2807,4444
2285,LIFE_INSURANCE,2022-04-19,2024-06-26,2866,8486
2286,HEALTH_INSURANCE,2023-09-09,2027-11-23,3451,8696
2287,HEALTH_INSURANCE,2023-06-22,2026-03-29,3666,570
2288,LIFE_INSURANCE,2024-01-30,2026-06-27,1940,1920
2289,AUTO_INSURANCE,2022-03-28,2024-10-02,4563,5619
2290,LIFE_INSURANCE,2023-11-24,2028-02-13,2527,8663
2291,HEALTH_INSURANCE,2023-05-20,2027-02-05,4107,9026
2292,LIFE_INSURANCE,2022-10-10,2025-09-03,2177,4157
2293,HEALTH_INSURANCE,2022-10-08,2027-10-16,4829,3282
2294,LIFE_INSURANCE,2023-06-03,2025-06-09,961,9920
2295,HEALTH_INSURANCE,2023-04-07,2026-04-06,2499,6405
2296,AUTO_INSURANCE,2024-02-29,2024-07-29,1662,9231
2297,AUTO_INSURANCE,2024-02-21,2025-01-08,4111,8913
2298,LIFE_INSURANCE,2023-01-19,2027-07-14,2067,5695
2299,HEALTH_INSURANCE,2023-04-28,2026-04-26,2525,7750
2300,HEALTH_INSURANCE,2023-10-02,2026-12-10,2849,2545
2301,HEALTH_INSURANCE,2023-10-27,2026-04-04,2300,745
2302,AUTO_INSURANCE,2023-02-12,2024-07-14,2394,8229
2303,LIFE_INSURANCE,2023-12-08,2027-01-18,752,7568
2304,LIFE_INSURANCE,2023-09-16,2025-03-29,2370,7476
2305,LIFE_INSURANCE,2022-04-13,2027-03-29,2149,9811
2306,LIFE_INSURANCE,2024-02-01,2026-09-30,4956,4690
2307,AUTO_INSURANCE,2022-12-17,2026-04-12,4680,5616
2308,LIFE_INSURANCE,2023-10-10,2024-10-23,3831,8070
2309,AUTO_INSURANCE,2023-02-28,2024-07-03,4538,5158
2310,HEALTH_INSURANCE,2023-09-03,2025-08-10,3014,9067
2311,AUTO_INSURANCE,2022-09-05,2024-05-10,1558,6905
2312,AUTO_INSURANCE,2023-04-28,2026-07-21,3799,5336
2313,LIFE_INSURANCE,2022-06-10,2026-03-22,1871,8900
2314,LIFE_INSURANCE,2022-08-14,2025-12-26,4074,2848
2315,HEALTH_INSURANCE,2022-09-11,2024-10-06,1727,2109
2316,HEALTH_INSURANCE,2022-06-23,2026-05-08,1315,4792
2317,AUTO_INSURANCE,2023-01-29,2024-12-03,1950,4782
2318,HEALTH_INSURANCE,2022-04-21,2028-01-03,2130,7250
2319,LIFE_INSURANCE,2022-05-27,2025-12-22,2400,4167
2320,AUTO_INSURANCE,2022-03-28,2024-12-20,3569,6475
2321,AUTO_INSURANCE,2023-04-04,2027-11-09,1999,8849
2322,LIFE_INSURANCE,2023-04-13,2027-11-21,4083,6148
2323,LIFE_INSURANCE,2023-01-23,2027-01-04,1343,9660
2324,AUTO_INSURANCE,2022-03-31,2025-07-15,4349,7048
2325,AUTO_INSURANCE,2022-06-27,2026-08-03,2508,7711
2326,HEALTH_INSURANCE,2024-01-11,2025-03-09,4935,5145
2327,AUTO_INSURANCE,2023-08-02,2027-11-04,3120,4551
2328,AUTO_INSURANCE,2023-03-18,2026-10-27,4334,4747
2329,LIFE_INSURANCE,2023-10-28,2026-02-19,3854,5407
2330,AUTO_INSURANCE,2023-02-22,2026-11-09,4298,7014
2331,LIFE_INSURANCE,2022-03-29,2025-07-23,2095,8651
2332,HEALTH_INSURANCE,2023-04-09,2026-02-27,3016,7579
2333,LIFE_INSURANCE,2023-07-18,2025-08-30,3010,1101
2334,LIFE_INSURANCE,2023-06-12,2027-10-24,2044,3706
2335,LIFE_INSURANCE,2022-06-11,2024-06-18,2669,1852
2336,LIFE_INSURANCE,2022-03-28,2027-10-30,4180,811
2337,LIFE_INSURANCE,2023-01-16,2027-09-19,1352,8228
2338,LIFE_INSURANCE,2022-04-16,2025-04-28,4352,9847
2339,AUTO_INSURANCE,2023-11-30,2027-02-25,4573,6028
2340,LIFE_INSURANCE,2023-06-02,2028-02-23,2158,3367
2341,LIFE_INSURANCE,2022-07-29,2024-11-10,2335,7279
2342,AUTO_INSURANCE,2023-07-11,2027-08-05,2353,7324
2343,LIFE_INSURANCE,2024-01-22,2026-04-11,733,5946
2344,HEALTH_INSURANCE,2024-03-02,2024-11-07,602,3422
2345,HEALTH_INSURANCE,2022-11-02,2026-03-22,1603,6999
2346,AUTO_INSURANCE,2023-09-29,2027-11-01,3203,4551
2347,LIFE_INSURANCE,2024-03-15,2026-04-08,1139,4531
2348,LIFE_INSURANCE,2023-09-16,2024-04-19,920,3252
2349,AUTO_INSURANCE,2023-09-30,2025-05-18,4750,8079
2350,AUTO_INSURANCE,2023-02-05,2026-09-14,889,6282
2351,HEALTH_INSURANCE,2022-03-21,2024-07-17,4208,4421
2352,HEALTH_INSURANCE,2023-07-01,2025-02-15,4649,7257
2353,HEALTH_INSURANCE,2022-12-20,2026-07-05,963,1532
2354,HEALTH_INSURANCE,2024-01-07,2026-03-16,1593,295
2355,HEALTH_INSURANCE,2024-03-17,2026-01-13,2984,7134
2356,LIFE_INSURANCE,2023-09-23,2026-03-24,4659,8211
2357,HEALTH_INSURANCE,2024-03-06,2027-02-15,4594,9682
2358,HEALTH_INSURANCE,2023-02-25,2028-01-25,3416,5117
2359,LIFE_INSURANCE,2023-02-19,2027-08-17,2202,3462
2360,LIFE_INSURANCE,2022-03-23,2027-10-24,1694,4462
2361,LIFE_INSURANCE,2023-07-30,2024-09-24,2167,1206
2362,LIFE_INSURANCE,2022-11-05,2026-07-22,3152,3291
2363,LIFE_INSURANCE,2023-06-21,2025-08-15,1589,5470
2364,AUTO_INSURANCE,2023-06-13,2025-08-27,2738,6299
2365,AUTO_INSURANCE,2022-08-23,2024-07-13,3964,4252
2366,HEALTH_INSURANCE,2022-03-20,2024-06-26,4236,9350
2367,HEALTH_INSURANCE,2023-09-24,2024-07-12,3234,3895
2368,HEALTH_INSURANCE,2023-05-31,2027-01-07,4305,8622
2369,AUTO_INSURANCE,2023-01-01,2027-10-23,3556,9235
2370,LIFE_INSURANCE,2023-04-14,2024-08-05,3004,1584
2371,LIFE_INSURANCE,2024-01-01,2025-06-03,3513,6734
2372,AUTO_INSURANCE,2023-04-10,2026-04-12,3363,7572
2373,LIFE_INSURANCE,2023-02-12,2026-04-14,2836,2440
