"customer_id","quarter","customer_lifetime_value_quarterly"
2027,"2022-04-01 00:00:00+03",0.0
5714,"2023-04-01 00:00:00+03",0.0
3668,"2022-10-01 00:00:00+03",61914.67
3540,"2023-10-01 00:00:00+03",0.0
8899,"2022-04-01 00:00:00+03",55904.33
3003,"2023-01-01 00:00:00+02",0.0
2750,"2024-01-01 00:00:00+02",0.0
8201,"2024-01-01 00:00:00+02",0.0
7667,"2022-04-01 00:00:00+03",10918.67
9275,"2022-07-01 00:00:00+03",0.0
4558,"2022-10-01 00:00:00+03",0.0
425,"2024-01-01 00:00:00+02",0.0
5975,"2022-07-01 00:00:00+03",55847.33
903,"2023-01-01 00:00:00+02",0.0
494,"2022-10-01 00:00:00+03",0.0
8240,"2023-10-01 00:00:00+03",35574.33
2023,"2023-01-01 00:00:00+02",0.0
4443,"2023-07-01 00:00:00+03",123525.33
1839,"2022-10-01 00:00:00+03",0.0
7967,"2023-07-01 00:00:00+03",28550.67
5629,"2022-04-01 00:00:00+03",39716.33
7745,"2023-10-01 00:00:00+03",27341.0
977,"2022-04-01 00:00:00+03",0.0
8295,"2022-04-01 00:00:00+03",0.0
8755,"2022-10-01 00:00:00+03",27410.67
5892,"2023-07-01 00:00:00+03",0.0
2480,"2024-01-01 00:00:00+02",0.0
7647,"2023-10-01 00:00:00+03",36543.33
6677,"2022-04-01 00:00:00+03",0.0
8739,"2023-10-01 00:00:00+03",0.0
8607,"2023-10-01 00:00:00+03",15358.33
2230,"2024-01-01 00:00:00+02",0.0
6730,"2024-01-01 00:00:00+02",0.0
5863,"2023-01-01 00:00:00+02",0.0
1391,"2023-01-01 00:00:00+02",0.0
1911,"2023-04-01 00:00:00+03",10418.33
9607,"2022-10-01 00:00:00+03",20304.67
5455,"2023-04-01 00:00:00+03",73371.67
1593,"2023-04-01 00:00:00+03",0.0
3476,"2023-04-01 00:00:00+03",48671.67
4766,"2022-01-01 00:00:00+02",74619.33
5907,"2022-04-01 00:00:00+03",0.0
7295,"2023-04-01 00:00:00+03",27607.0
8973,"2022-10-01 00:00:00+03",0.0
383,"2023-07-01 00:00:00+03",20399.67
4584,"2023-07-01 00:00:00+03",52319.67
9350,"2023-07-01 00:00:00+03",40001.33
3832,"2022-04-01 00:00:00+03",35352.67
5225,"2023-01-01 00:00:00+02",0.0
3508,"2023-04-01 00:00:00+03",14699.67
9254,"2022-04-01 00:00:00+03",0.0
4208,"2022-01-01 00:00:00+02",58437.67
5414,"2023-07-01 00:00:00+03",0.0
673,"2023-10-01 00:00:00+03",0.0
2475,"2023-07-01 00:00:00+03",0.0
2553,"2022-04-01 00:00:00+03",31236.0
4045,"2023-10-01 00:00:00+03",45562.0
2242,"2023-04-01 00:00:00+03",54321.0
9134,"2023-04-01 00:00:00+03",0.0
148,"2023-01-01 00:00:00+02",25118.0
5688,"2023-07-01 00:00:00+03",17714.33
965,"2024-01-01 00:00:00+02",57057.0
3032,"2024-01-01 00:00:00+02",59337.0
7020,"2022-04-01 00:00:00+03",49374.67
6028,"2023-10-01 00:00:00+03",0.0
9363,"2023-04-01 00:00:00+03",0.0
4764,"2023-10-01 00:00:00+03",0.0
9261,"2023-07-01 00:00:00+03",59489.0
585,"2023-10-01 00:00:00+03",0.0
6395,"2022-01-01 00:00:00+02",0.0
2634,"2023-04-01 00:00:00+03",40938.67
3360,"2023-10-01 00:00:00+03",0.0
9771,"2023-01-01 00:00:00+02",0.0
7655,"2023-01-01 00:00:00+02",59755.0
1725,"2023-07-01 00:00:00+03",33889.67
5794,"2023-07-01 00:00:00+03",0.0
7236,"2022-01-01 00:00:00+02",0.0
6530,"2022-10-01 00:00:00+03",3730.33
7809,"2023-10-01 00:00:00+03",0.0
8148,"2023-04-01 00:00:00+03",51154.33
2807,"2022-10-01 00:00:00+03",114703.0
1471,"2024-01-01 00:00:00+02",0.0
9059,"2023-04-01 00:00:00+03",0.0
2778,"2023-04-01 00:00:00+03",0.0
2987,"2024-01-01 00:00:00+02",0.0
5844,"2022-01-01 00:00:00+02",36138.0
5487,"2023-10-01 00:00:00+03",4484.0
2542,"2023-04-01 00:00:00+03",45948.33
1163,"2023-10-01 00:00:00+03",48241.0
338,"2023-07-01 00:00:00+03",30552.0
2257,"2022-07-01 00:00:00+03",43484.67
6104,"2023-04-01 00:00:00+03",0.0
8091,"2023-07-01 00:00:00+03",0.0
9040,"2023-07-01 00:00:00+03",0.0
1875,"2023-04-01 00:00:00+03",0.0
5409,"2023-01-01 00:00:00+02",0.0
6284,"2022-04-01 00:00:00+03",1849.33
2502,"2024-01-01 00:00:00+02",0.0
7601,"2023-04-01 00:00:00+03",0.0
3343,"2023-07-01 00:00:00+03",62307.33
5734,"2022-10-01 00:00:00+03",39735.33
847,"2023-10-01 00:00:00+03",0.0
1097,"2022-07-01 00:00:00+03",9569.67
9458,"2022-07-01 00:00:00+03",20577.0
2545,"2022-04-01 00:00:00+03",28924.33
4352,"2023-07-01 00:00:00+03",62985.0
2162,"2022-04-01 00:00:00+03",0.0
267,"2023-07-01 00:00:00+03",0.0
1124,"2023-07-01 00:00:00+03",0.0
9970,"2023-07-01 00:00:00+03",0.0
9680,"2022-10-01 00:00:00+03",11970.0
7236,"2024-01-01 00:00:00+02",50337.33
5988,"2023-01-01 00:00:00+02",42477.67
4521,"2022-07-01 00:00:00+03",0.0
9935,"2023-10-01 00:00:00+03",0.0
2008,"2023-01-01 00:00:00+02",96450.33
1828,"2024-01-01 00:00:00+02",40780.33
2532,"2022-07-01 00:00:00+03",0.0
9011,"2022-04-01 00:00:00+03",0.0
1837,"2023-04-01 00:00:00+03",0.0
3972,"2022-01-01 00:00:00+02",0.0
1345,"2022-04-01 00:00:00+03",0.0
4905,"2022-10-01 00:00:00+03",0.0
2867,"2023-07-01 00:00:00+03",43535.33
6349,"2022-04-01 00:00:00+03",0.0
9740,"2023-01-01 00:00:00+02",66025.0
7864,"2023-04-01 00:00:00+03",0.0
3308,"2023-10-01 00:00:00+03",0.0
9588,"2023-01-01 00:00:00+02",0.0
1047,"2023-04-01 00:00:00+03",0.0
403,"2022-04-01 00:00:00+03",0.0
9557,"2022-10-01 00:00:00+03",0.0
8278,"2023-04-01 00:00:00+03",0.0
2955,"2023-01-01 00:00:00+02",0.0
2415,"2023-07-01 00:00:00+03",13768.67
2105,"2024-01-01 00:00:00+02",0.0
8443,"2022-04-01 00:00:00+03",107793.33
910,"2022-04-01 00:00:00+03",60667.0
2228,"2022-07-01 00:00:00+03",19361.0
7491,"2023-01-01 00:00:00+02",0.0
68,"2024-01-01 00:00:00+02",0.0
3932,"2023-01-01 00:00:00+02",0.0
2884,"2022-07-01 00:00:00+03",0.0
8195,"2022-10-01 00:00:00+03",54257.67
5516,"2023-10-01 00:00:00+03",0.0
8297,"2023-01-01 00:00:00+02",0.0
6742,"2023-04-01 00:00:00+03",61832.33
8693,"2022-01-01 00:00:00+02",0.0
3457,"2024-01-01 00:00:00+02",0.0
8112,"2022-04-01 00:00:00+03",0.0
7412,"2023-10-01 00:00:00+03",0.0
1633,"2023-07-01 00:00:00+03",0.0
7030,"2023-04-01 00:00:00+03",17131.67
4444,"2023-07-01 00:00:00+03",76177.33
3779,"2023-04-01 00:00:00+03",0.0
9694,"2023-04-01 00:00:00+03",0.0
7570,"2023-01-01 00:00:00+02",4116.67
8261,"2023-07-01 00:00:00+03",0.0
2056,"2023-01-01 00:00:00+02",40774.0
4535,"2023-04-01 00:00:00+03",23471.33
9005,"2023-10-01 00:00:00+03",0.0
4592,"2022-07-01 00:00:00+03",0.0
9893,"2023-01-01 00:00:00+02",86570.33
8674,"2023-10-01 00:00:00+03",0.0
8934,"2022-07-01 00:00:00+03",0.0
9442,"2023-04-01 00:00:00+03",0.0
7423,"2023-04-01 00:00:00+03",0.0
5674,"2022-04-01 00:00:00+03",47842.0
6345,"2022-10-01 00:00:00+03",3033.67
583,"2023-07-01 00:00:00+03",0.0
8238,"2023-04-01 00:00:00+03",0.0
239,"2023-10-01 00:00:00+03",0.0
5701,"2023-07-01 00:00:00+03",15909.33
9394,"2022-10-01 00:00:00+03",48222.0
2884,"2022-10-01 00:00:00+03",15409.0
4640,"2023-04-01 00:00:00+03",0.0
9981,"2022-07-01 00:00:00+03",25270.0
8979,"2023-07-01 00:00:00+03",33978.33
7773,"2023-07-01 00:00:00+03",21577.67
4571,"2022-07-01 00:00:00+03",7562.0
4137,"2023-10-01 00:00:00+03",956.33
5559,"2022-10-01 00:00:00+03",61116.67
2325,"2023-01-01 00:00:00+02",124963.0
3140,"2022-07-01 00:00:00+03",58387.0
3447,"2022-04-01 00:00:00+03",0.0
6763,"2022-04-01 00:00:00+03",0.0
5117,"2022-10-01 00:00:00+03",100731.67
1048,"2024-01-01 00:00:00+02",4585.33
5961,"2024-01-01 00:00:00+02",0.0
9614,"2024-01-01 00:00:00+02",0.0
6311,"2023-04-01 00:00:00+03",64986.33
8063,"2022-04-01 00:00:00+03",0.0
8129,"2023-07-01 00:00:00+03",0.0
6456,"2024-01-01 00:00:00+02",0.0
4425,"2023-01-01 00:00:00+02",0.0
9601,"2024-01-01 00:00:00+02",55581.33
1282,"2022-04-01 00:00:00+03",0.0
7272,"2024-01-01 00:00:00+02",0.0
1108,"2023-01-01 00:00:00+02",0.0
6103,"2022-07-01 00:00:00+03",58760.67
1932,"2022-07-01 00:00:00+03",62079.33
7385,"2023-04-01 00:00:00+03",0.0
9306,"2023-10-01 00:00:00+03",0.0
9935,"2022-01-01 00:00:00+02",11944.67
2015,"2023-10-01 00:00:00+03",21869.0
3033,"2023-04-01 00:00:00+03",0.0
372,"2023-10-01 00:00:00+03",63263.67
1389,"2023-07-01 00:00:00+03",59945.0
2234,"2023-01-01 00:00:00+02",0.0
9496,"2022-10-01 00:00:00+03",0.0
4014,"2023-01-01 00:00:00+02",0.0
5815,"2022-10-01 00:00:00+03",25979.33
9703,"2022-07-01 00:00:00+03",159125.0
8497,"2023-04-01 00:00:00+03",18765.67
8705,"2023-04-01 00:00:00+03",12046.0
3110,"2023-01-01 00:00:00+02",0.0
7224,"2022-07-01 00:00:00+03",63314.33
316,"2023-10-01 00:00:00+03",0.0
1324,"2023-01-01 00:00:00+02",9816.67
8527,"2022-07-01 00:00:00+03",53649.67
5846,"2024-01-01 00:00:00+02",0.0
8961,"2023-04-01 00:00:00+03",0.0
1756,"2023-04-01 00:00:00+03",36347.0
4294,"2023-04-01 00:00:00+03",0.0
6532,"2022-10-01 00:00:00+03",14680.67
969,"2022-07-01 00:00:00+03",6897.0
5694,"2022-10-01 00:00:00+03",0.0
9774,"2023-10-01 00:00:00+03",50464.0
515,"2022-04-01 00:00:00+03",0.0
8556,"2022-07-01 00:00:00+03",0.0
5189,"2022-07-01 00:00:00+03",823.33
224,"2023-10-01 00:00:00+03",60350.33
3696,"2022-04-01 00:00:00+03",15763.67
5761,"2023-01-01 00:00:00+02",0.0
4091,"2023-01-01 00:00:00+02",0.0
6855,"2023-07-01 00:00:00+03",15124.0
7953,"2024-01-01 00:00:00+02",34592.67
9108,"2022-07-01 00:00:00+03",0.0
8579,"2022-07-01 00:00:00+03",0.0
2311,"2022-07-01 00:00:00+03",0.0
4464,"2022-04-01 00:00:00+03",855.0
3188,"2023-10-01 00:00:00+03",0.0
935,"2023-07-01 00:00:00+03",72630.67
2997,"2022-04-01 00:00:00+03",0.0
8825,"2022-10-01 00:00:00+03",0.0
3693,"2023-10-01 00:00:00+03",31172.67
6581,"2023-10-01 00:00:00+03",0.0
6383,"2023-04-01 00:00:00+03",38367.33
1713,"2022-10-01 00:00:00+03",0.0
4990,"2024-01-01 00:00:00+02",0.0
9428,"2023-04-01 00:00:00+03",49932.0
4119,"2022-10-01 00:00:00+03",24237.67
6674,"2022-04-01 00:00:00+03",0.0
3877,"2023-01-01 00:00:00+02",2476.33
8172,"2022-07-01 00:00:00+03",31413.33
7593,"2023-07-01 00:00:00+03",0.0
5306,"2023-10-01 00:00:00+03",28316.33
76,"2023-07-01 00:00:00+03",0.0
790,"2023-10-01 00:00:00+03",59337.0
9646,"2023-07-01 00:00:00+03",0.0
7289,"2023-07-01 00:00:00+03",54004.33
4385,"2023-01-01 00:00:00+02",5047.67
5278,"2024-01-01 00:00:00+02",0.0
6236,"2022-07-01 00:00:00+03",22572.0
3964,"2023-01-01 00:00:00+02",0.0
8270,"2022-10-01 00:00:00+03",0.0
8813,"2023-04-01 00:00:00+03",0.0
8896,"2022-10-01 00:00:00+03",96520.0
7503,"2023-10-01 00:00:00+03",99762.67
8325,"2023-04-01 00:00:00+03",0.0
4252,"2022-07-01 00:00:00+03",0.0
3396,"2022-10-01 00:00:00+03",0.0
3156,"2023-04-01 00:00:00+03",0.0
4157,"2023-04-01 00:00:00+03",0.0
8051,"2022-07-01 00:00:00+03",41945.67
7657,"2022-04-01 00:00:00+03",1247.67
1946,"2023-07-01 00:00:00+03",0.0
2413,"2022-01-01 00:00:00+02",0.0
7938,"2023-07-01 00:00:00+03",53675.0
8563,"2023-01-01 00:00:00+02",46410.67
9995,"2022-07-01 00:00:00+03",0.0
4802,"2022-07-01 00:00:00+03",58190.67
1528,"2022-07-01 00:00:00+03",7650.67
7482,"2024-01-01 00:00:00+02",8879.33
4131,"2023-07-01 00:00:00+03",112359.67
3718,"2022-10-01 00:00:00+03",52060.0
671,"2022-10-01 00:00:00+03",0.0
6525,"2022-10-01 00:00:00+03",0.0
435,"2023-07-01 00:00:00+03",49438.0
3192,"2023-10-01 00:00:00+03",0.0
6442,"2023-10-01 00:00:00+03",0.0
2208,"2023-01-01 00:00:00+02",43681.0
104,"2022-07-01 00:00:00+03",106913.0
5157,"2022-07-01 00:00:00+03",0.0
5420,"2023-04-01 00:00:00+03",49172.0
3530,"2023-04-01 00:00:00+03",20241.33
2156,"2023-07-01 00:00:00+03",14668.0
7102,"2023-07-01 00:00:00+03",0.0
5416,"2023-04-01 00:00:00+03",35473.0
9205,"2022-07-01 00:00:00+03",0.0
4051,"2023-07-01 00:00:00+03",0.0
6016,"2023-07-01 00:00:00+03",0.0
6592,"2022-10-01 00:00:00+03",0.0
3675,"2022-10-01 00:00:00+03",29291.67
4004,"2022-10-01 00:00:00+03",52256.33
9891,"2023-10-01 00:00:00+03",19715.67
4731,"2022-10-01 00:00:00+03",22888.67
5165,"2023-04-01 00:00:00+03","71712.33"
9265,"2022-07-01 00:00:00+03","16644.00"
8230,"2022-04-01 00:00:00+03","0.00"
3329,"2023-10-01 00:00:00+03","0.00"
4553,"2023-01-01 00:00:00+02","35194.33"
5731,"2023-10-01 00:00:00+03","40571.33"
8056,"2022-10-01 00:00:00+03","31248.67"
3256,"2022-07-01 00:00:00+03","0.00"
3981,"2023-04-01 00:00:00+03","0.00"
1804,"2023-07-01 00:00:00+03","0.00"
3620,"2023-01-01 00:00:00+02","0.00"
3884,"2023-01-01 00:00:00+02","57120.33"
1918,"2023-07-01 00:00:00+03","82358.67"
4240,"2022-07-01 00:00:00+03","0.00"
3314,"2022-04-01 00:00:00+03","0.00"
5974,"2022-10-01 00:00:00+03","17739.67"
7556,"2022-10-01 00:00:00+03","20216.00"
2623,"2024-01-01 00:00:00+02","5529.00"
3618,"2023-04-01 00:00:00+03","51160.67"
6783,"2023-10-01 00:00:00+03","0.00"
4793,"2022-07-01 00:00:00+03","0.00"
6689,"2022-10-01 00:00:00+03","0.00"
1644,"2023-10-01 00:00:00+03","105741.33"
8267,"2022-07-01 00:00:00+03","54878.33"
4128,"2022-07-01 00:00:00+03","0.00"
5283,"2022-04-01 00:00:00+03","0.00"
198,"2022-07-01 00:00:00+03","48437.33"
8593,"2023-01-01 00:00:00+02","0.00"
7896,"2023-04-01 00:00:00+03","0.00"
9266,"2023-01-01 00:00:00+02","0.00"
2962,"2022-10-01 00:00:00+03","0.00"
9231,"2024-01-01 00:00:00+02","0.00"
6709,"2022-04-01 00:00:00+03","45847.00"
4235,"2023-10-01 00:00:00+03","0.00"
8628,"2022-07-01 00:00:00+03","4186.33"
4205,"2023-07-01 00:00:00+03","22394.67"
25,"2022-04-01 00:00:00+03","0.00"
8057,"2022-10-01 00:00:00+03","36543.33"
5391,"2024-01-01 00:00:00+02","0.00"
4780,"2023-04-01 00:00:00+03","47721.67"
5829,"2023-04-01 00:00:00+03","53890.33"
856,"2023-07-01 00:00:00+03","0.00"
7973,"2022-07-01 00:00:00+03","75487.00"
7050,"2023-01-01 00:00:00+02","33275.33"
333,"2022-07-01 00:00:00+03","8987.00"
9825,"2023-01-01 00:00:00+02","71357.67"
3497,"2024-01-01 00:00:00+02","0.00"
7730,"2023-07-01 00:00:00+03","99813.33"
1091,"2022-04-01 00:00:00+03","0.00"
539,"2023-01-01 00:00:00+02","200139.67"
4519,"2024-01-01 00:00:00+02","39019.67"
4562,"2023-07-01 00:00:00+03","0.00"
4128,"2023-01-01 00:00:00+02","51281.00"
1982,"2023-01-01 00:00:00+02","20938.00"
8666,"2023-04-01 00:00:00+03","48475.33"
6583,"2022-10-01 00:00:00+03","0.00"
2476,"2024-01-01 00:00:00+02","0.00"
3361,"2023-10-01 00:00:00+03","0.00"
7097,"2023-04-01 00:00:00+03","0.00"
642,"2022-04-01 00:00:00+03","0.00"
1218,"2022-04-01 00:00:00+03","0.00"
103,"2022-07-01 00:00:00+03","62079.33"
4164,"2023-07-01 00:00:00+03","0.00"
4100,"2023-01-01 00:00:00+02","0.00"
4392,"2023-07-01 00:00:00+03","0.00"
3444,"2024-01-01 00:00:00+02","26650.67"
6999,"2024-01-01 00:00:00+02","0.00"
1581,"2023-10-01 00:00:00+03","31464.00"
5961,"2023-10-01 00:00:00+03","0.00"
516,"2022-10-01 00:00:00+03","38570.00"
3368,"2022-04-01 00:00:00+03","0.00"
2038,"2022-07-01 00:00:00+03","5497.33"
4488,"2023-04-01 00:00:00+03","150853.67"
8922,"2024-01-01 00:00:00+02","0.00"
5105,"2022-04-01 00:00:00+03","0.00"
5444,"2023-10-01 00:00:00+03","27854.00"
2826,"2023-04-01 00:00:00+03","53390.00"
805,"2022-04-01 00:00:00+03","0.00"
282,"2022-07-01 00:00:00+03","0.00"
5269,"2022-04-01 00:00:00+03","17993.00"
2583,"2022-04-01 00:00:00+03","0.00"
2879,"2023-04-01 00:00:00+03","0.00"
4658,"2023-07-01 00:00:00+03","0.00"
3981,"2022-10-01 00:00:00+03","0.00"
5690,"2024-01-01 00:00:00+02","0.00"
6347,"2023-07-01 00:00:00+03","0.00"
8105,"2023-04-01 00:00:00+03","20007.00"
9259,"2022-10-01 00:00:00+03","48469.00"
6841,"2022-04-01 00:00:00+03","0.00"
3399,"2022-04-01 00:00:00+03","28056.67"
2829,"2023-04-01 00:00:00+03","59039.33"
2318,"2022-04-01 00:00:00+03","16074.00"
3282,"2022-10-01 00:00:00+03","0.00"
289,"2022-10-01 00:00:00+03","0.00"
8409,"2024-01-01 00:00:00+02","0.00"
1416,"2024-01-01 00:00:00+02","28259.33"
2990,"2023-07-01 00:00:00+03","0.00"
2127,"2022-10-01 00:00:00+03","105000.33"
4383,"2023-10-01 00:00:00+03","0.00"
4823,"2023-07-01 00:00:00+03","0.00"
5177,"2022-07-01 00:00:00+03","0.00"
7155,"2022-04-01 00:00:00+03","0.00"
5931,"2023-07-01 00:00:00+03","0.00"
238,"2022-04-01 00:00:00+03","91909.33"
9578,"2023-10-01 00:00:00+03","61028.00"
5268,"2022-04-01 00:00:00+03","0.00"
6770,"2022-04-01 00:00:00+03","18246.33"
2740,"2024-01-01 00:00:00+02","0.00"
7273,"2023-10-01 00:00:00+03","22958.33"
3447,"2024-01-01 00:00:00+02","1355.33"
4588,"2023-07-01 00:00:00+03","0.00"
7609,"2023-01-01 00:00:00+02","0.00"
783,"2023-04-01 00:00:00+03","59647.33"
2537,"2023-07-01 00:00:00+03","20330.00"
5128,"2023-01-01 00:00:00+02","12324.67"
2813,"2022-07-01 00:00:00+03","0.00"
7147,"2024-01-01 00:00:00+02","40685.33"
5801,"2023-01-01 00:00:00+02","0.00"
7401,"2024-01-01 00:00:00+02","23832.33"
4289,"2023-04-01 00:00:00+03","0.00"
903,"2022-10-01 00:00:00+03","0.00"
7926,"2023-04-01 00:00:00+03","0.00"
3398,"2023-10-01 00:00:00+03","0.00"
1652,"2023-07-01 00:00:00+03","141581.67"
9810,"2023-07-01 00:00:00+03","0.00"
3239,"2024-01-01 00:00:00+02","0.00"
4523,"2023-01-01 00:00:00+02","0.00"
5320,"2023-04-01 00:00:00+03","0.00"
4481,"2023-07-01 00:00:00+03","57025.33"
5424,"2023-10-01 00:00:00+03","55157.00"
8862,"2022-07-01 00:00:00+03","51110.00"
7571,"2023-04-01 00:00:00+03","0.00"
2832,"2022-04-01 00:00:00+03","0.00"
8849,"2023-07-01 00:00:00+03","0.00"
7034,"2024-01-01 00:00:00+02","0.00"
5473,"2022-10-01 00:00:00+03","0.00"
7774,"2023-04-01 00:00:00+03","0.00"
5348,"2024-01-01 00:00:00+02","0.00"
7187,"2022-10-01 00:00:00+03","0.00"
6184,"2022-10-01 00:00:00+03","0.00"
9412,"2022-04-01 00:00:00+03","0.00"
3975,"2023-04-01 00:00:00+03","72193.67"
7529,"2023-01-01 00:00:00+02","6694.33"
9514,"2023-01-01 00:00:00+02","0.00"
8380,"2022-07-01 00:00:00+03","0.00"
9921,"2022-10-01 00:00:00+03","14028.33"
6167,"2024-01-01 00:00:00+02","0.00"
4582,"2022-10-01 00:00:00+03","0.00"
2078,"2024-01-01 00:00:00+02","0.00"
6299,"2023-04-01 00:00:00+03","5459.33"
1782,"2023-01-01 00:00:00+02","0.00"
9940,"2023-10-01 00:00:00+03","0.00"
1788,"2023-01-01 00:00:00+02","0.00"
4563,"2022-04-01 00:00:00+03","57044.33"
5693,"2022-10-01 00:00:00+03","0.00"
1038,"2023-07-01 00:00:00+03","0.00"
9693,"2022-04-01 00:00:00+03","32452.00"
981,"2023-01-01 00:00:00+02","5009.67"
2571,"2023-01-01 00:00:00+02","57905.67"
3005,"2022-07-01 00:00:00+03","2134.33"
7667,"2023-07-01 00:00:00+03","0.00"
8483,"2022-10-01 00:00:00+03","0.00"
2679,"2023-10-01 00:00:00+03","37873.33"
474,"2022-10-01 00:00:00+03","0.00"
5213,"2023-07-01 00:00:00+03","61047.00"
164,"2022-07-01 00:00:00+03","0.00"
5749,"2024-01-01 00:00:00+02","0.00"
1012,"2023-07-01 00:00:00+03","39209.67"
2631,"2023-04-01 00:00:00+03","0.00"
6751,"2022-07-01 00:00:00+03","32775.00"
4285,"2023-04-01 00:00:00+03","88787.00"
5703,"2023-04-01 00:00:00+03","0.00"
1097,"2023-01-01 00:00:00+02","46911.00"
5201,"2024-01-01 00:00:00+02","0.00"
5769,"2023-07-01 00:00:00+03","0.00"
6259,"2023-01-01 00:00:00+02","45334.00"
9105,"2022-10-01 00:00:00+03","84290.33"
748,"2022-10-01 00:00:00+03","0.00"
483,"2022-04-01 00:00:00+03","42066.00"
5862,"2023-10-01 00:00:00+03","0.00"
4485,"2023-01-01 00:00:00+02","0.00"
354,"2023-04-01 00:00:00+03","0.00"
1422,"2023-07-01 00:00:00+03","0.00"
4118,"2023-01-01 00:00:00+02","26935.67"
6672,"2023-10-01 00:00:00+03","35967.00"
4499,"2022-07-01 00:00:00+03","38709.33"
973,"2022-04-01 00:00:00+03","0.00"
4002,"2023-07-01 00:00:00+03","76133.00"
8744,"2022-07-01 00:00:00+03","24326.33"
9740,"2022-04-01 00:00:00+03","34187.33"
6791,"2023-01-01 00:00:00+02","27474.00"
6407,"2023-07-01 00:00:00+03","0.00"
5954,"2023-04-01 00:00:00+03","0.00"
4385,"2022-01-01 00:00:00+02","0.00"
8798,"2023-04-01 00:00:00+03","94474.33"
9455,"2022-04-01 00:00:00+03","92599.67"
6193,"2022-01-01 00:00:00+02","47234.00"
8345,"2022-07-01 00:00:00+03","39355.33"
6696,"2022-10-01 00:00:00+03","0.00"
5091,"2023-10-01 00:00:00+03","56195.67"
6911,"2023-01-01 00:00:00+02","19684.00"
728,"2023-04-01 00:00:00+03","92504.67"
379,"2022-04-01 00:00:00+03","0.00"
1116,"2023-07-01 00:00:00+03","0.00"
8069,"2023-10-01 00:00:00+03","28531.67"
8656,"2022-07-01 00:00:00+03","35067.67"
121,"2023-07-01 00:00:00+03","58501.00"
665,"2023-01-01 00:00:00+02","0.00"
6253,"2023-01-01 00:00:00+02","0.00"
9287,"2023-10-01 00:00:00+03","0.00"
3387,"2023-07-01 00:00:00+03","58108.33"
7475,"2023-01-01 00:00:00+02","0.00"
62,"2022-10-01 00:00:00+03","103727.33"
1527,"2023-10-01 00:00:00+03","0.00"
9070,"2022-07-01 00:00:00+03","0.00"
8797,"2022-04-01 00:00:00+03","61059.67"
8504,"2023-04-01 00:00:00+03","0.00"
8909,"2023-07-01 00:00:00+03","0.00"
7928,"2023-01-01 00:00:00+02","50673.00"
6225,"2023-07-01 00:00:00+03","9253.00"
6755,"2023-04-01 00:00:00+03","0.00"
2317,"2022-07-01 00:00:00+03","0.00"
3871,"2022-10-01 00:00:00+03","8296.67"
8152,"2022-10-01 00:00:00+03","0.00"
6972,"2022-10-01 00:00:00+03","15979.00"
7406,"2022-07-01 00:00:00+03","0.00"
6542,"2023-04-01 00:00:00+03","7429.00"
8111,"2023-04-01 00:00:00+03","32952.33"
1587,"2022-10-01 00:00:00+03","0.00"
4312,"2023-07-01 00:00:00+03","0.00"
7987,"2023-07-01 00:00:00+03","39323.67"
8232,"2022-10-01 00:00:00+03","0.00"
3278,"2022-10-01 00:00:00+03","0.00"
8791,"2024-01-01 00:00:00+02","10728.67"
281,"2023-04-01 00:00:00+03","0.00"
5179,"2024-01-01 00:00:00+02","0.00"
178,"2022-10-01 00:00:00+03","0.00"
7773,"2024-01-01 00:00:00+02","0.00"
4431,"2022-04-01 00:00:00+03","0.00"
6225,"2023-10-01 00:00:00+03","0.00"
3376,"2023-07-01 00:00:00+03","0.00"
1004,"2023-04-01 00:00:00+03","26657.00"
5260,"2023-01-01 00:00:00+02","50109.33"
2747,"2022-07-01 00:00:00+03","20507.33"
9240,"2023-04-01 00:00:00+03","0.00"
9357,"2022-10-01 00:00:00+03","0.00"
8810,"2023-10-01 00:00:00+03","0.00"
2459,"2023-07-01 00:00:00+03","2837.33"
9768,"2023-07-01 00:00:00+03","22014.67"
1561,"2023-01-01 00:00:00+02","0.00"
1248,"2024-01-01 00:00:00+02","0.00"
1057,"2023-07-01 00:00:00+03","0.00"
1546,"2022-04-01 00:00:00+03","30868.67"
7848,"2022-07-01 00:00:00+03","20045.00"
9772,"2023-04-01 00:00:00+03","13515.33"
2811,"2023-01-01 00:00:00+02","36746.00"
5778,"2023-10-01 00:00:00+03","28018.67"
1755,"2023-01-01 00:00:00+02","0.00"
2427,"2023-07-01 00:00:00+03","0.00"
256,"2023-01-01 00:00:00+02","0.00"
8637,"2023-10-01 00:00:00+03","0.00"
4364,"2022-10-01 00:00:00+03","0.00"
8218,"2022-10-01 00:00:00+03","38367.33"
809,"2022-01-01 00:00:00+02","0.00"
3415,"2023-10-01 00:00:00+03","0.00"
7632,"2022-04-01 00:00:00+03","0.00"
3074,"2023-01-01 00:00:00+02","0.00"
9793,"2022-10-01 00:00:00+03","0.00"
6324,"2024-01-01 00:00:00+02","0.00"
6156,"2023-01-01 00:00:00+02","0.00"
7335,"2022-04-01 00:00:00+03","30007.33"
5954,"2023-10-01 00:00:00+03","48982.00"
6487,"2023-04-01 00:00:00+03","0.00"
7099,"2022-10-01 00:00:00+03","0.00"
8746,"2023-07-01 00:00:00+03","0.00"
849,"2022-07-01 00:00:00+03","38272.33"
7815,"2022-07-01 00:00:00+03","0.00"
7376,"2023-04-01 00:00:00+03","0.00"
5080,"2023-04-01 00:00:00+03","61433.33"
